smth1,smth,symbol,date,close,high,low,open,volume,adj Close,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
149,149,AAPL,2015-12-28 00:00:00+00:00,106.82,107.69,106.1807,107.59,26704210,99.3069615952,100.1157713367,98.7126258851,100.0228046997,26704210,0.0,1.0
150,150,AAPL,2015-12-29 00:00:00+00:00,108.74,109.43,106.86,106.96,30931243,101.0919210247,101.7333908197,99.3441482499,99.4371148869,30931243,0.0,1.0
151,151,AAPL,2015-12-30 00:00:00+00:00,107.32,108.7,107.18,108.58,25213777,99.7717947799,101.0547343699,99.6416414882,100.9431744056,25213777,0.0,1.0
152,152,AAPL,2015-12-31 00:00:00+00:00,105.26,107.03,104.82,107.01,40912316,97.8566820587,99.5021915328,97.4476288561,99.4835982054,40912316,0.0,1.0
153,153,AAPL,2016-01-04 00:00:00+00:00,105.35,105.368,102.0,102.61,67649387,97.9403520319,97.9570860266,94.8259696939,95.3930661794,67649387,0.0,1.0
154,154,AAPL,2016-01-05 00:00:00+00:00,102.71,105.85,102.41,105.75,55790992,95.4860328163,98.4051852167,95.20713290540002,98.3122185797,55790992,0.0,1.0
155,155,AAPL,2016-01-06 00:00:00+00:00,100.7,102.37,99.87,100.56,68457388,93.6174034135,95.1699462507,92.8457803268,93.4872501218,68457388,0.0,1.0
156,156,AAPL,2016-01-07 00:00:00+00:00,96.45,100.13,96.43,98.68,81094428,89.6663213429,93.0874935829,89.6477280155,91.739477347,81094428,0.0,1.0
157,157,AAPL,2016-01-08 00:00:00+00:00,96.96,99.11,96.76,98.55,70798016,90.1404511914,92.1392338859,89.9545179175,91.618620719,70798016,0.0,1.0
158,158,AAPL,2016-01-11 00:00:00+00:00,98.53,99.06,97.34,98.97,49739377,91.6000273916,92.0927505675,90.4937244118,92.0090805942,49739377,0.0,1.0
159,159,AAPL,2016-01-12 00:00:00+00:00,99.96,100.69,98.8399,100.55,49154227,92.9294503,93.6081067498,91.8881309995,93.4779534581,49154227,0.0,1.0
160,160,AAPL,2016-01-13 00:00:00+00:00,97.39,101.19,97.3,100.32,62439631,90.5402077303,94.0729399346,90.4565377571,93.2641301931,62439631,0.0,1.0
161,161,AAPL,2016-01-14 00:00:00+00:00,99.52,100.48,95.74,97.96,63170127,92.5203970974,93.4128768122,89.00625822059999,91.070117561,63170127,0.0,1.0
162,162,AAPL,2016-01-15 00:00:00+00:00,97.13,97.71,95.36,96.2,79833891,90.2984944742,90.8377009686,88.6529850001,89.43390475049999,79833891,0.0,1.0
163,163,AAPL,2016-01-19 00:00:00+00:00,96.66,98.65,95.5,98.41,53087747,89.8615512805,91.7115873559,88.7831382919,91.4884674272,53087747,0.0,1.0
164,164,AAPL,2016-01-20 00:00:00+00:00,96.79,98.1897,93.42,95.1,72334416,89.98240790860001,91.283661926,86.8494322432,88.41127174399999,72334416,0.0,1.0
165,165,AAPL,2016-01-21 00:00:00+00:00,96.3,97.88,94.94,97.06,52161463,89.5268713875,90.9957442514,88.2625251249,90.2334178284,52161463,0.0,1.0
166,166,AAPL,2016-01-22 00:00:00+00:00,101.42,101.46,98.37,98.63,65800467,94.2867631996,94.3239498544,91.4512807725,91.6929940286,65800467,0.0,1.0
167,167,AAPL,2016-01-25 00:00:00+00:00,99.44,101.53,99.21,101.52,51794525,92.4460237879,94.3890265002,92.23220052290002,94.3797298365,51794525,0.0,1.0
168,168,AAPL,2016-01-26 00:00:00+00:00,99.99,100.88,98.07,99.93,75077002,92.9573402911,93.78474336,91.1723808616,92.901560309,75077002,0.0,1.0
169,169,AAPL,2016-01-27 00:00:00+00:00,93.42,96.6289,93.34,96.04,133369674,86.8494322432,89.8326386564,86.77505893360001,89.2851581314,133369674,0.0,1.0
170,170,AAPL,2016-01-28 00:00:00+00:00,94.09,94.52,92.39,93.79,55678825,87.4723087108,87.87206524969999,85.8918758826,87.1934087999,55678825,0.0,1.0
171,171,AAPL,2016-01-29 00:00:00+00:00,97.34,97.34,94.35,94.79,64416504,90.4937244118,90.4937244118,87.7140219669,88.12307516950001,64416504,0.0,1.0
172,172,AAPL,2016-02-01 00:00:00+00:00,96.43,96.71,95.4,96.47,40943541,89.6477280155,89.90803459899999,88.6901716549,89.6849146703,40943541,0.0,1.0
173,173,AAPL,2016-02-02 00:00:00+00:00,94.48,96.04,94.28,95.42,37357215,87.8348785949,89.2851581314,87.648945321,88.7087649823,37357215,0.0,1.0
174,174,AAPL,2016-02-03 00:00:00+00:00,96.35,96.84,94.08,95.0,45964294,89.573354706,90.02889122709999,87.4630120471,88.31830510709999,45964294,0.0,1.0
175,175,AAPL,2016-02-04 00:00:00+00:00,96.6,97.33,95.19,95.86,46471652,90.2891978105,90.9715074834,88.971312004,89.59754142979999,46471652,0.52,1.0
176,176,AAPL,2016-02-05 00:00:00+00:00,94.02,96.92,93.69,96.52,46418064,87.8777471858,90.5882924617,87.5693058268,90.2144241477,46418064,0.0,1.0
177,177,AAPL,2016-02-08 00:00:00+00:00,95.01,95.7,93.04,93.13,54021375,88.8030712627,89.4479941042,86.9617698167,87.04589018729999,54021375,0.0,1.0
178,178,AAPL,2016-02-09 00:00:00+00:00,94.99,95.94,93.93,94.29,44331195,88.784377847,89.6723150926,87.7936268151,88.1301082977,44331195,0.0,1.0
179,179,AAPL,2016-02-10 00:00:00+00:00,94.27,96.35,94.1,95.92,42343601,88.111414882,90.0555301143,87.9525208486,89.6536216769,42343601,0.0,1.0
180,180,AAPL,2016-02-11 00:00:00+00:00,93.7,94.72,92.59,93.79,50074711,87.5786525346,88.5320167351,86.5411679635,87.6627729053,50074711,0.0,1.0
181,181,AAPL,2016-02-12 00:00:00+00:00,93.99,94.5,93.01,94.19,40351381,87.8497070622,88.3263891625,86.93372969309999,88.0366412192,40351381,0.0,1.0
182,182,AAPL,2016-02-16 00:00:00+00:00,96.64,96.85,94.61,95.02,49057916,90.3265846419,90.5228655067,88.4292029488,88.8124179706,49057916,0.0,1.0
183,183,AAPL,2016-02-17 00:00:00+00:00,98.12,98.21,96.15,96.67,44863243,91.7098974034,91.794017774,89.8685959574,90.3546247655,44863243,0.0,1.0
184,184,AAPL,2016-02-18 00:00:00+00:00,96.26,98.89,96.091,98.84,39020983,89.97140974370001,92.4295939077,89.81345038110001,92.3828603685,39020983,0.0,1.0
185,185,AAPL,2016-02-19 00:00:00+00:00,96.04,96.7599,95.8,96.0,35374173,89.7657821711,90.438651669,89.5414611827,89.72839533969999,35374173,0.0,1.0
186,186,AAPL,2016-02-22 00:00:00+00:00,96.88,96.9,95.92,96.31,34280758,90.5509056303,90.569599046,89.6536216769,90.01814328290001,34280758,0.0,1.0
187,187,AAPL,2016-02-23 00:00:00+00:00,94.69,96.5,94.55,96.4,31942633,88.5039766116,90.1957307321,88.3731227017,90.1022636536,31942633,0.0,1.0
188,188,AAPL,2016-02-24 00:00:00+00:00,96.1,96.38,93.32,93.98,36255745,89.8218624181,90.0835702379,87.22347763639999,87.8403603544,36255745,0.0,1.0
189,189,AAPL,2016-02-25 00:00:00+00:00,96.76,96.76,95.25,96.05,27582659,90.4387451361,90.4387451361,89.02739225110001,89.77512887889999,27582659,0.0,1.0
190,190,AAPL,2016-02-26 00:00:00+00:00,96.91,98.0237,96.58,97.2,28991131,90.5789457538,91.6198886068,90.2705043948,90.8500002814,28991131,0.0,1.0
191,191,AAPL,2016-02-29 00:00:00+00:00,96.69,98.23,96.65,96.86,35216277,90.3733181812,91.8127111897,90.3359313498,90.5322122146,35216277,0.0,1.0
192,192,AAPL,2016-03-01 00:00:00+00:00,100.53,100.77,97.42,97.65,50407147,93.9624539947,94.1867749831,91.0556278541,91.2706021346,50407147,0.0,1.0
193,193,AAPL,2016-03-02 00:00:00+00:00,100.75,100.89,99.64,100.51,33169560,94.1680815674,94.2989354773,93.1305969963,93.9437605791,33169560,0.0,1.0
194,194,AAPL,2016-03-03 00:00:00+00:00,101.5,101.7099,100.45,100.58,36955742,94.869084656,95.0652720537,93.887680332,94.009187534,36955742,0.0,1.0
195,195,AAPL,2016-03-04 00:00:00+00:00,103.01,103.75,101.37,102.37,46055100,96.280437541,96.9720939218,94.747577454,95.6822482388,46055100,0.0,1.0
196,196,AAPL,2016-03-07 00:00:00+00:00,101.87,102.83,100.96,102.39,35915810,95.2149128464,96.1121967998,94.3643624322,95.7009416545,35915810,0.0,1.0
197,197,AAPL,2016-03-08 00:00:00+00:00,101.03,101.76,100.4,100.78,31182194,94.4297893871,95.11209906,93.8409467927,94.1961216909,31182194,0.0,1.0
198,198,AAPL,2016-03-09 00:00:00+00:00,101.12,101.58,100.27,101.31,27201683,94.5139097578,94.9438583188,93.7194395907,94.6914972069,27201683,0.0,1.0
199,199,AAPL,2016-03-10 00:00:00+00:00,101.17,102.24,100.15,101.41,33513577,94.560643297,95.5607410367,93.6072790965,94.7849642854,33513577,0.0,1.0
200,200,AAPL,2016-03-11 00:00:00+00:00,102.26,102.28,101.5,102.24,27408237,95.5794344524,95.5981278681,94.869084656,95.5607410367,27408237,0.0,1.0
201,201,AAPL,2016-03-14 00:00:00+00:00,102.52,102.91,101.78,101.91,25076062,95.8224488565,96.1869704625,95.1307924757,95.2522996778,25076062,0.0,1.0
202,202,AAPL,2016-03-15 00:00:00+00:00,104.58,105.18,103.85,103.96,40067734,97.7478706731,98.308673144,97.0655610002,97.1683747866,40067734,0.0,1.0
203,203,AAPL,2016-03-16 00:00:00+00:00,105.97,106.31,104.59,104.61,38303493,99.047063064,99.3648511308,97.757217381,97.7759107967,38303493,0.0,1.0
204,204,AAPL,2016-03-17 00:00:00+00:00,105.8,106.47,104.96,105.52,34420705,98.8881690306,99.5143984564,98.1030455714,98.6264612108,34420705,0.0,1.0
205,205,AAPL,2016-03-18 00:00:00+00:00,105.92,106.5,105.19,106.34,44205171,99.0003295248,99.5424385799,98.3180198519,99.3928912544,44205171,0.0,1.0
206,206,AAPL,2016-03-21 00:00:00+00:00,105.91,107.65,105.1401,105.93,35502678,98.9909828169,100.6173099824,98.2713797797,99.0096762326,35502678,0.0,1.0
207,207,AAPL,2016-03-22 00:00:00+00:00,106.72,107.29,105.21,105.25,32444375,99.7480661526,100.2808284999,98.3367132676,98.3741000989,32444375,0.0,1.0
208,208,AAPL,2016-03-23 00:00:00+00:00,106.13,107.07,105.9,106.48,25703495,99.1966103896,100.0752009273,98.9816361091,99.5237451642,25703495,0.0,1.0
209,209,AAPL,2016-03-24 00:00:00+00:00,105.67,106.25,104.89,105.47,26132955,98.7666618286,99.3087708837,98.0376186164,98.5797276716,26132955,0.0,1.0
210,210,AAPL,2016-03-28 00:00:00+00:00,105.19,106.19,105.06,106.0,19411372,98.3180198519,99.2526906367,98.1965126498,99.0751031875,19411372,0.0,1.0
211,211,AAPL,2016-03-29 00:00:00+00:00,107.68,107.79,104.88,104.89,31190083,100.645350106,100.7481638923,98.0282719086,98.0376186164,31190083,0.0,1.0
212,212,AAPL,2016-03-30 00:00:00+00:00,109.56,110.42,108.6,108.65,45601149,102.4025311814,103.2063480563,101.505247228,101.5519807672,45601149,0.0,1.0
213,213,AAPL,2016-03-31 00:00:00+00:00,108.99,109.9,108.88,109.72,25888449,101.8697688341,102.7203192482,101.7669550477,102.552078507,25888449,0.0,1.0
214,214,AAPL,2016-04-01 00:00:00+00:00,109.99,110.0,108.2,108.78,25873950,102.8044396188,102.8137863267,101.1313789141,101.6734879693,25873950,0.0,1.0
215,215,AAPL,2016-04-04 00:00:00+00:00,111.12,112.19,110.27,110.42,37356204,103.8606176057,104.8607153454,103.0661474386,103.2063480563,37356204,0.0,1.0
216,216,AAPL,2016-04-05 00:00:00+00:00,109.81,110.73,109.42,109.51,26578652,102.6361988776,103.4960959996,102.2716772715,102.3557976421,26578652,0.0,1.0
217,217,AAPL,2016-04-06 00:00:00+00:00,110.96,110.98,109.2,110.23,26404077,103.7110702801,103.7297636958,102.0660496989,103.0287606072,26404077,0.0,1.0
218,218,AAPL,2016-04-07 00:00:00+00:00,108.54,110.42,108.121,109.95,31801870,101.4491669809,103.2063480563,101.0575399221,102.7670527875,31801870,0.0,1.0
219,219,AAPL,2016-04-08 00:00:00+00:00,108.66,109.77,108.17,108.91,23581740,101.5613274751,102.5988120462,101.1033387905,101.7949951713,23581740,0.0,1.0
220,220,AAPL,2016-04-11 00:00:00+00:00,109.02,110.61,108.83,108.97,29407518,101.8978089576,103.3839355054,101.7202215085,101.8510754184,29407518,0.0,1.0
221,221,AAPL,2016-04-12 00:00:00+00:00,110.44,110.5,108.66,109.34,27232325,103.225041472,103.2811217191,101.5613274751,102.1969036087,27232325,0.0,1.0
222,222,AAPL,2016-04-13 00:00:00+00:00,112.04,112.34,110.8,110.8,33257316,104.7205147277,105.0009159631,103.5615229545,103.5615229545,33257316,0.0,1.0
223,223,AAPL,2016-04-14 00:00:00+00:00,112.1,112.39,111.33,111.62,25473923,104.7765949747,105.0476495023,104.0568984705,104.327952998,25473923,0.0,1.0
224,224,AAPL,2016-04-15 00:00:00+00:00,109.85,112.3,109.73,112.11,46938969,102.673585709,104.9635291317,102.5614252148,104.7859416826,46938969,0.0,1.0
225,225,AAPL,2016-04-18 00:00:00+00:00,107.48,108.95,106.94,108.89,60821461,100.458415949,101.8323820027,99.9536937252,101.7763017556,60821461,0.0,1.0
226,226,AAPL,2016-04-19 00:00:00+00:00,106.91,108.0,106.23,107.88,32384879,99.9256536017,100.9444447571,99.290077468,100.8322842629,32384879,0.0,1.0
227,227,AAPL,2016-04-20 00:00:00+00:00,107.13,108.09,106.06,106.64,30611030,100.1312811744,101.0285651277,99.1311834346,99.6732924898,30611030,0.0,1.0
228,228,AAPL,2016-04-21 00:00:00+00:00,105.97,106.93,105.52,106.93,31552525,99.047063064,99.9443470174,98.6264612108,99.9443470174,31552525,0.0,1.0
229,229,AAPL,2016-04-22 00:00:00+00:00,105.68,106.48,104.62,105.01,33683121,98.7760085364,99.5237451642,97.7852575045,98.1497791106,33683121,0.0,1.0
230,230,AAPL,2016-04-25 00:00:00+00:00,105.08,105.65,104.51,105.0,28031588,98.2152060655,98.7479684129,97.6824437182,98.1404324028,28031588,0.0,1.0
231,231,AAPL,2016-04-26 00:00:00+00:00,104.35,105.3,103.91,103.91,56016165,97.5328963926,98.4208336382,97.1216412473,97.1216412473,56016165,0.0,1.0
232,232,AAPL,2016-04-27 00:00:00+00:00,97.82,98.71,95.68,96.0,114602142,91.429496168,92.2613531664,89.4293006885,89.72839533969999,114602142,0.0,1.0
233,233,AAPL,2016-04-28 00:00:00+00:00,94.83,97.88,94.25,97.61,82242690,88.63483052149999,91.4855764151,88.09272146629999,91.2332153032,82242690,0.0,1.0
234,234,AAPL,2016-04-29 00:00:00+00:00,93.74,94.72,92.51,93.99,68531478,87.61603936600001,88.5320167351,86.4663943007,87.8497070622,68531478,0.0,1.0
235,235,AAPL,2016-05-02 00:00:00+00:00,93.64,94.08,92.4,93.965,48160104,87.5225722876,87.9338274329,86.3635805144,87.82634029260001,48160104,0.0,1.0
236,236,AAPL,2016-05-03 00:00:00+00:00,95.18,95.74,93.68,94.2,56831277,88.9619652961,89.48538093559999,87.559959119,88.04598792700001,56831277,0.0,1.0
237,237,AAPL,2016-05-04 00:00:00+00:00,94.19,95.9,93.82,95.2,41025475,88.0366412192,89.6349282612,87.6908130288,88.9806587118,41025475,0.0,1.0
238,238,AAPL,2016-05-05 00:00:00+00:00,93.24,94.07,92.68,94.0,35890500,87.681466321,88.4619855943,87.15485090760001,88.3961586676,35890500,0.57,1.0
239,239,AAPL,2016-05-06 00:00:00+00:00,92.72,93.45,91.85,93.37,43699886,87.1924662943,87.87894710100001,86.3743316343,87.8037163276,43699886,0.0,1.0
240,240,AAPL,2016-05-09 00:00:00+00:00,92.79,93.77,92.59,93.0,32936436,87.258293221,88.17987019430001,87.0702162876,87.45577400100001,32936436,0.0,1.0
241,241,AAPL,2016-05-10 00:00:00+00:00,93.42,93.57,92.11,93.33,33686836,87.85073556100001,87.991793261,86.6188316476,87.766100941,33686836,0.0,1.0
242,242,AAPL,2016-05-11 00:00:00+00:00,92.51,93.57,92.46,93.48,28719109,86.9949855143,87.991793261,86.947966281,87.90715864100001,28719109,0.0,1.0
243,243,AAPL,2016-05-12 00:00:00+00:00,90.34,92.78,89.47,92.72,76314690,84.9543507876,87.2488893743,84.13621612760001,87.1924662943,76314690,0.0,1.0
244,244,AAPL,2016-05-13 00:00:00+00:00,90.52,91.67,90.0,90.0,44392765,85.1236200276,86.2050623943,84.6346200009,84.6346200009,44392765,0.0,1.0
245,245,AAPL,2016-05-16 00:00:00+00:00,93.88,94.39,91.65,92.39,61259756,88.2833125076,88.7629086877,86.18625470100001,86.88213935430001,61259756,0.0,1.0
246,246,AAPL,2016-05-17 00:00:00+00:00,93.49,94.7,93.01,94.55,46916939,87.9165624876,89.05442793430001,87.4651778476,88.9133702343,46916939,0.0,1.0
247,247,AAPL,2016-05-18 00:00:00+00:00,94.56,95.21,93.89,94.16,42062391,88.922774081,89.53402411430001,88.2927163543,88.5466202143,42062391,0.0,1.0
248,248,AAPL,2016-05-19 00:00:00+00:00,94.2,94.64,93.57,94.64,30442100,88.584235601,88.9980048543,87.991793261,88.9980048543,30442100,0.0,1.0
249,249,AAPL,2016-05-20 00:00:00+00:00,95.22,95.43,94.52,94.64,32025968,89.543427961,89.740908741,88.8851586943,88.9980048543,32025968,0.0,1.0
250,250,AAPL,2016-05-23 00:00:00+00:00,96.43,97.19,95.67,95.87,38018643,90.6812934077,91.3959857543,89.966601061,90.1546779943,38018643,0.0,1.0
251,251,AAPL,2016-05-24 00:00:00+00:00,97.9,98.09,96.84,97.22,35140174,92.0636588677,92.2423319544,91.066851121,91.4241972943,35140174,0.0,1.0
252,252,AAPL,2016-05-25 00:00:00+00:00,99.62,99.74,98.11,98.67,38642108,93.6811204944,93.7939666544,92.2611396477,92.787755061,38642108,0.0,1.0
253,253,AAPL,2016-05-26 00:00:00+00:00,100.41,100.73,98.64,99.68,56331159,94.424024381,94.7249474744,92.759543521,93.7375435744,56331159,0.0,1.0
254,254,AAPL,2016-05-27 00:00:00+00:00,100.35,100.47,99.245,99.44,36341240,94.367601301,94.480447461,93.3284762444,93.5118512544,36341240,0.0,1.0
255,255,AAPL,2016-05-31 00:00:00+00:00,99.86,100.4,98.82,99.6,42307212,93.9068128144,94.4146205344,92.928812761,93.662312801,42307212,0.0,1.0
256,256,AAPL,2016-06-01 00:00:00+00:00,98.46,99.54,98.33,99.02,29173285,92.590274281,93.605889721,92.4680242744,93.1168896944,29173285,0.0,1.0
257,257,AAPL,2016-06-02 00:00:00+00:00,97.72,97.84,96.63,97.6,40191600,91.8943896277,92.0072357877,90.869370341,91.7815434677,40191600,0.0,1.0
258,258,AAPL,2016-06-03 00:00:00+00:00,97.92,98.27,97.45,97.79,28504888,92.082466561,92.4116011944,91.6404857677,91.9602165544,28504888,0.0,1.0
259,259,AAPL,2016-06-06 00:00:00+00:00,98.63,101.89,97.55,97.99,23292504,92.7501396744,95.8157936877,91.7345242344,92.1482934877,23292504,0.0,1.0
260,260,AAPL,2016-06-07 00:00:00+00:00,99.03,99.87,98.96,99.25,22409450,93.126293541,93.916216661,93.0604666144,93.3331781677,22409450,0.0,1.0
261,261,AAPL,2016-06-08 00:00:00+00:00,98.94,99.56,98.68,99.02,20848131,93.041658921,93.6246974144,92.7971589077,93.1168896944,20848131,0.0,1.0
262,262,AAPL,2016-06-09 00:00:00+00:00,99.65,99.99,98.46,98.5,26601354,93.7093320344,94.029062821,92.590274281,92.6278896677,26601354,0.0,1.0
263,263,AAPL,2016-06-10 00:00:00+00:00,98.83,99.3457,98.48,98.53,31712936,92.9382166077,93.4231729803,92.6090819744,92.6561012077,31712936,0.0,1.0
264,264,AAPL,2016-06-13 00:00:00+00:00,97.34,99.12,97.1,98.69,38020494,91.5370434543,93.210928161,91.3113511343,92.8065627544,38020494,0.0,1.0
265,265,AAPL,2016-06-14 00:00:00+00:00,97.46,98.475,96.75,97.32,31931944,91.6498896144,92.604380051,90.982216501,91.518235761,31931944,0.0,1.0
266,266,AAPL,2016-06-15 00:00:00+00:00,97.14,98.41,97.03,97.82,29445227,91.348966521,92.5432550477,91.2455242077,91.9884280944,29445227,0.0,1.0
267,267,AAPL,2016-06-16 00:00:00+00:00,97.55,97.75,96.07,96.45,31326815,91.7345242344,91.9226011677,90.3427549277,90.700101101,31326815,0.0,1.0
268,268,AAPL,2016-06-17 00:00:00+00:00,95.33,96.65,95.3,96.62,61008219,89.6468702743,90.8881780343,89.6186587343,90.8599664943,61008219,0.0,1.0
269,269,AAPL,2016-06-20 00:00:00+00:00,95.1,96.57,95.03,96.0,34411901,89.430581801,90.812947261,89.3647548743,90.276928001,34411901,0.0,1.0
270,270,AAPL,2016-06-21 00:00:00+00:00,95.91,96.35,94.676,94.94,35546358,90.192293381,90.6060626343,89.0318587023,89.2801202543,35546358,0.0,1.0
271,271,AAPL,2016-06-22 00:00:00+00:00,95.55,96.89,95.35,96.25,29219122,89.853754901,91.1138703543,89.6656779677,90.5120241677,29219122,0.0,1.0
272,272,AAPL,2016-06-23 00:00:00+00:00,96.1,96.29,95.25,95.94,32240187,90.3709664677,90.5496395543,89.571639501,90.220504921,32240187,0.0,1.0
273,273,AAPL,2016-06-24 00:00:00+00:00,93.4,94.655,92.65,92.91,75311356,87.8319278676,89.0121106243,87.1266393676,87.371139381,75311356,0.0,1.0
274,274,AAPL,2016-06-27 00:00:00+00:00,92.04,93.05,91.5,93.0,46622188,86.55300472100001,87.5027932343,86.045197001,87.45577400100001,46622188,0.0,1.0
275,275,AAPL,2016-06-28 00:00:00+00:00,93.59,93.66,92.14,92.9,40444914,88.0106009543,88.076427881,86.6470431876,87.36173553430001,40444914,0.0,1.0
276,276,AAPL,2016-06-29 00:00:00+00:00,94.4,94.55,93.63,93.97,36531006,88.7723125343,88.9133702343,88.048216341,88.3679471276,36531006,0.0,1.0
277,277,AAPL,2016-06-30 00:00:00+00:00,95.6,95.77,94.3,94.44,35836356,89.90077413430001,90.0606395277,88.6782740677,88.80992792100001,35836356,0.0,1.0
278,278,AAPL,2016-07-01 00:00:00+00:00,95.89,96.465,95.33,95.49,26026540,90.1734856877,90.714206871,89.6468702743,89.797331821,26026540,0.0,1.0
279,279,AAPL,2016-07-05 00:00:00+00:00,94.99,95.4,94.46,95.39,27705210,89.32713948770001,89.712697201,88.8287356143,89.7032933543,27705210,0.0,1.0
280,280,AAPL,2016-07-06 00:00:00+00:00,95.53,95.66,94.37,94.6,30949090,89.83494720770001,89.95719721430001,88.7441009943,88.96038946770001,30949090,0.0,1.0
281,281,AAPL,2016-07-07 00:00:00+00:00,95.94,96.5,95.62,95.7,25139558,90.220504921,90.7471203343,89.9195818277,89.994812601,25139558,0.0,1.0
282,282,AAPL,2016-07-08 00:00:00+00:00,96.68,96.89,96.05,96.49,28912103,90.9163895743,91.1138703543,90.3239472343,90.7377164877,28912103,0.0,1.0
283,283,AAPL,2016-07-11 00:00:00+00:00,96.98,97.65,96.73,96.75,23794945,91.1985049743,91.828562701,90.9634088077,90.982216501,23794945,0.0,1.0
284,284,AAPL,2016-07-12 00:00:00+00:00,97.42,97.7,97.12,97.17,24167463,91.6122742277,91.8755819344,91.3301588277,91.377178061,24167463,0.0,1.0
285,285,AAPL,2016-07-13 00:00:00+00:00,96.87,97.67,96.84,97.41,25892171,91.095062661,91.8473703944,91.066851121,91.602870381,25892171,0.0,1.0
286,286,AAPL,2016-07-14 00:00:00+00:00,98.79,98.99,97.32,97.39,38918997,92.900601221,93.0886781544,91.518235761,91.5840626877,38918997,0.0,1.0
287,287,AAPL,2016-07-15 00:00:00+00:00,98.78,99.3,98.5,98.92,30136990,92.8911973744,93.380197401,92.6278896677,93.0228512277,30136990,0.0,1.0
288,288,AAPL,2016-07-18 00:00:00+00:00,99.83,100.13,98.6,98.7,36493867,93.8786012744,94.1607166744,92.7219281344,92.815966601,36493867,0.0,1.0
289,289,AAPL,2016-07-19 00:00:00+00:00,99.87,100.0,99.34,99.56,23779924,93.916216661,94.0384666677,93.4178127877,93.6246974144,23779924,0.0,1.0
290,290,AAPL,2016-07-20 00:00:00+00:00,99.96,100.46,99.735,100.0,26275968,94.000851281,94.4710436144,93.789264731,94.0384666677,26275968,0.0,1.0
291,291,AAPL,2016-07-21 00:00:00+00:00,99.43,101.0,99.13,99.83,32702028,93.5024474077,94.9788513344,93.2203320077,93.8786012744,32702028,0.0,1.0
292,292,AAPL,2016-07-22 00:00:00+00:00,98.66,99.3,98.31,99.26,28313669,92.7783512144,93.380197401,92.449216581,93.3425820144,28313669,0.0,1.0
293,293,AAPL,2016-07-25 00:00:00+00:00,97.34,98.84,96.92,98.25,40382921,91.5370434543,92.9476204544,91.1420818943,92.392793501,40382921,0.0,1.0
294,294,AAPL,2016-07-26 00:00:00+00:00,96.67,97.97,96.42,96.82,56239822,90.9069857277,92.1294857944,90.671889561,91.0480434277,56239822,0.0,1.0
295,295,AAPL,2016-07-27 00:00:00+00:00,102.95,104.35,102.75,104.265,92344820,96.8126014344,98.1291399678,96.6245245011,98.0492072711,92344820,0.0,1.0
296,296,AAPL,2016-07-28 00:00:00+00:00,104.34,104.45,102.82,102.83,39869839,98.1197361211,98.2231784344,96.6903514277,96.6997552744,39869839,0.0,1.0
297,297,AAPL,2016-07-29 00:00:00+00:00,104.21,104.55,103.68,104.19,27733688,97.9974861144,98.3172169011,97.4990822411,97.9786784211,27733688,0.0,1.0
298,298,AAPL,2016-08-01 00:00:00+00:00,106.05,106.15,104.41,104.41,38167871,99.7277939011,99.8218323678,98.1855630478,98.1855630478,38167871,0.0,1.0
299,299,AAPL,2016-08-02 00:00:00+00:00,104.48,106.07,104.0,106.05,33816556,98.2513899744,99.7466015944,97.8000053344,99.7277939011,33816556,0.0,1.0
300,300,AAPL,2016-08-03 00:00:00+00:00,105.79,105.84,104.77,104.81,30202641,99.4832938878,99.5303131211,98.5241015278,98.5617169144,30202641,0.0,1.0
301,301,AAPL,2016-08-04 00:00:00+00:00,105.87,106.0,105.28,105.58,27408650,100.0945439211,100.2174521171,99.5367298008,99.8203640993,27408650,0.57,1.0
302,302,AAPL,2016-08-05 00:00:00+00:00,107.48,107.65,106.18,106.27,40553402,101.6167146561,101.7774407586,100.3876326962,100.4727229857,40553402,0.0,1.0
