,symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
0,AAPL,2015-05-27 00:00:00+00:00,132.045,132.26,130.05,130.34,45833246,121.6825575315,121.88068506280001,119.8441183458,120.11136013219999,45833246,0.0,1.0
1,AAPL,2015-05-28 00:00:00+00:00,131.78,131.95,131.1,131.86,30733309,121.4383538301,121.5950128084,120.8117179172,121.5120757022,30733309,0.0,1.0
2,AAPL,2015-05-29 00:00:00+00:00,130.28,131.45,129.9,131.23,50884452,120.0560687281,121.13425110770001,119.70588983559999,120.9315159594,50884452,0.0,1.0
3,AAPL,2015-06-01 00:00:00+00:00,130.535,131.39,130.05,131.2,32112797,120.29105719549999,121.0789597036,119.8441183458,120.9038702574,32112797,0.0,1.0
4,AAPL,2015-06-02 00:00:00+00:00,129.96,130.655,129.32,129.86,33667627,119.7611812397,120.40164000360001,119.1714062628,119.6690288995,33667627,0.0,1.0
5,AAPL,2015-06-03 00:00:00+00:00,130.12,130.94,129.9,130.66,30983542,119.9086249839,120.664274173,119.70588983559999,120.4062476206,30983542,0.0,1.0
6,AAPL,2015-06-04 00:00:00+00:00,129.36,130.58,128.91,129.58,38450118,119.20826719889999,120.3325257485,118.79358166829999,119.4110023472,38450118,0.0,1.0
7,AAPL,2015-06-05 00:00:00+00:00,128.65,129.69,128.36,129.5,35626800,118.55398558389999,119.51236992129999,118.2867437975,119.3372804751,35626800,0.0,1.0
8,AAPL,2015-06-08 00:00:00+00:00,127.8,129.21,126.83,128.9,52674786,117.7706906928,119.07003868870001,116.87681299340001,118.7843664342,52674786,0.0,1.0
9,AAPL,2015-06-09 00:00:00+00:00,127.42,128.08,125.62,126.7,56075420,117.4205118002,118.0287172451,115.7617696778,116.7570149513,56075420,0.0,1.0
10,AAPL,2015-06-10 00:00:00+00:00,128.88,129.34,127.85,127.92,39087250,118.7659359662,119.1898367308,117.81676686280001,117.88127350090001,39087250,0.0,1.0
11,AAPL,2015-06-11 00:00:00+00:00,128.59,130.18,128.475,129.18,35390887,118.4986941798,119.96391638799999,118.39271898870001,119.04239298659999,35390887,0.0,1.0
12,AAPL,2015-06-12 00:00:00+00:00,127.17,128.33,127.11,128.185,36886246,117.1901309499,118.2590980955,117.1348395458,118.12547720229999,36886246,0.0,1.0
13,AAPL,2015-06-15 00:00:00+00:00,126.92,127.24,125.71,126.1,43988946,116.95975009959999,117.254637588,115.8447067839,116.20410091049999,43988946,0.0,1.0
14,AAPL,2015-06-16 00:00:00+00:00,127.6,127.85,126.37,127.03,31494131,117.5863860125,117.81676686280001,116.45291222879999,117.06111767370001,31494131,0.0,1.0
15,AAPL,2015-06-17 00:00:00+00:00,127.3,127.88,126.74,127.72,32918071,117.3099289921,117.8444125649,116.79387588729999,117.6969688207,32918071,0.0,1.0
16,AAPL,2015-06-18 00:00:00+00:00,127.88,128.31,127.22,127.23,35407220,117.8444125649,118.2406676274,117.23620712,117.245422354,35407220,0.0,1.0
17,AAPL,2015-06-19 00:00:00+00:00,126.6,127.82,126.4,127.71,54716887,116.6648626111,117.7891211608,116.4805579309,117.6877535866,54716887,0.0,1.0
18,AAPL,2015-06-22 00:00:00+00:00,127.61,128.06,127.08,127.49,34039345,117.5956012465,118.01028677709999,117.10719384379999,117.4850184383,34039345,0.0,1.0
19,AAPL,2015-06-23 00:00:00+00:00,127.03,127.61,126.8792,127.48,30268863,117.06111767370001,117.5956012465,116.92215194479999,117.47580320430001,30268863,0.0,1.0
20,AAPL,2015-06-24 00:00:00+00:00,128.11,129.8,127.12,127.21,55280855,118.0563629472,119.61373749549999,117.1440547798,117.22699188600001,55280855,0.0,1.0
21,AAPL,2015-06-25 00:00:00+00:00,127.5,129.2,127.5,128.86,31938100,117.4942336724,119.0608234547,117.4942336724,118.7475054982,31938100,0.0,1.0
22,AAPL,2015-06-26 00:00:00+00:00,126.75,127.99,126.51,127.67,44066841,116.80309112129999,117.945780139,116.581925505,117.6508926506,44066841,0.0,1.0
23,AAPL,2015-06-29 00:00:00+00:00,124.53,126.47,124.48,125.46,49161427,114.7573091703,116.54506456899999,114.71123300030001,115.6143259336,49161427,0.0,1.0
24,AAPL,2015-06-30 00:00:00+00:00,125.425,126.12,124.86,125.57,44370682,115.5820726145,116.22253137850001,115.06141189280001,115.71569350770001,44370682,0.0,1.0
25,AAPL,2015-07-01 00:00:00+00:00,126.6,126.94,125.99,126.9,30238811,116.6648626111,116.9781805676,116.10273333629999,116.9413196315,30238811,0.0,1.0
26,AAPL,2015-07-02 00:00:00+00:00,126.44,126.69,125.77,126.43,27210952,116.5174188669,116.7477997173,115.899998188,116.5082036329,27210952,0.0,1.0
27,AAPL,2015-07-06 00:00:00+00:00,126.0,126.23,124.85,124.94,28060431,116.1119485703,116.3238989526,115.05219665879999,115.1351337649,28060431,0.0,1.0
28,AAPL,2015-07-07 00:00:00+00:00,125.69,126.15,123.77,125.89,46946811,115.8262763159,116.2501770805,114.05695138530001,116.0105809962,46946811,0.0,1.0
29,AAPL,2015-07-08 00:00:00+00:00,122.57,124.64,122.54,124.48,60761614,112.95112330370002,114.8586767445,112.9234776016,114.71123300030001,60761614,0.0,1.0
30,AAPL,2015-07-09 00:00:00+00:00,120.07,124.06,119.22,123.85,78595038,110.64731480030001,114.3241931717,109.8640199092,114.13067325739999,78595038,0.0,1.0
31,AAPL,2015-07-10 00:00:00+00:00,123.28,123.85,121.21,121.94,61354474,113.6054049186,114.13067325739999,111.6978514779,112.3705635608,61354474,0.0,1.0
32,AAPL,2015-07-13 00:00:00+00:00,125.66,125.755,124.32,125.03,41440538,115.79863061389999,115.88617533700001,114.56378925610001,115.21807087100001,41440538,0.0,1.0
33,AAPL,2015-07-14 00:00:00+00:00,125.61,126.37,125.04,126.04,31768139,115.7525544438,116.45291222879999,115.227286105,116.1488095064,31768139,0.0,1.0
34,AAPL,2015-07-15 00:00:00+00:00,126.82,127.15,125.58,125.72,33649200,116.8675977594,117.1717004819,115.72490874180001,115.8539220179,33649200,0.0,1.0
35,AAPL,2015-07-16 00:00:00+00:00,128.51,128.57,127.35,127.74,36222447,118.4249723077,118.4802637118,117.35600516219999,117.71539928870001,36222447,0.0,1.0
36,AAPL,2015-07-17 00:00:00+00:00,129.62,129.62,128.31,129.08,46164710,119.4478632832,119.4478632832,118.2406676274,118.95024064649999,46164710,0.0,1.0
37,AAPL,2015-07-20 00:00:00+00:00,132.07,132.97,130.7,130.97,58900203,121.70559561649999,122.5349666777,120.4431085567,120.691919875,58900203,0.0,1.0
38,AAPL,2015-07-21 00:00:00+00:00,130.75,132.92,130.32,132.85,76756427,120.4891847267,122.4888905077,120.0929296642,122.42438386959999,76756427,0.0,1.0
39,AAPL,2015-07-22 00:00:00+00:00,125.22,125.5,121.99,121.99,115450607,115.3931603173,115.6511868697,112.4166397309,112.4166397309,115450607,0.0,1.0
40,AAPL,2015-07-23 00:00:00+00:00,125.16,127.09,125.06,126.2,50999452,115.3378689132,117.1164090778,115.2457165731,116.29625325059999,50999452,0.0,1.0
41,AAPL,2015-07-24 00:00:00+00:00,124.5,125.74,123.9,125.32,42162332,114.7296634683,115.872352486,114.1767494275,115.4853126574,42162332,0.0,1.0
42,AAPL,2015-07-27 00:00:00+00:00,122.77,123.61,122.12,123.09,44455540,113.135427984,113.9095076411,112.53643777309999,113.4303154724,44455540,0.0,1.0
43,AAPL,2015-07-28 00:00:00+00:00,123.38,123.91,122.55,123.38,33618097,113.69755725879999,114.1859646615,112.9326928357,113.69755725879999,33618097,0.0,1.0
44,AAPL,2015-07-29 00:00:00+00:00,122.99,123.5,122.27,123.15,37011653,113.3381631323,113.80814006690001,112.6746662833,113.4856068765,37011653,0.0,1.0
45,AAPL,2015-07-30 00:00:00+00:00,122.37,122.5699,121.71,122.32,33628268,112.7668186234,112.95103115129999,112.1586131785,112.7207424534,33628268,0.0,1.0
46,AAPL,2015-07-31 00:00:00+00:00,121.3,122.6425,120.91,122.6,42884953,111.78078858399999,113.0179337503,111.4213944574,112.9787690057,42884953,0.0,1.0
47,AAPL,2015-08-03 00:00:00+00:00,118.44,122.57,117.52,121.5,69975968,109.14523165610001,112.95112330370002,108.29743012690001,111.96509326420001,69975968,0.0,1.0
48,AAPL,2015-08-04 00:00:00+00:00,114.64,117.7,113.25,117.42,124138623,105.64344273100001,108.46330433909999,104.36252520309999,108.2052777867,124138623,0.0,1.0
49,AAPL,2015-08-05 00:00:00+00:00,115.4,117.44,112.1,112.95,98384461,106.343800516,108.2237082548,103.3027732915,104.0860681827,98384461,0.0,1.0
50,AAPL,2015-08-06 00:00:00+00:00,115.13,116.5,114.115,115.97,52903040,106.5741813663,107.8423706174,105.63461049790001,107.3517572575,52903040,0.52,1.0
51,AAPL,2015-08-07 00:00:00+00:00,115.52,116.25,114.5,114.58,38670405,106.93519874440001,107.6109492212,105.990999448,106.06505429479999,38670405,0.0,1.0
52,AAPL,2015-08-10 00:00:00+00:00,119.72,119.99,116.53,116.53,54951597,110.8230782001,111.07301330799999,107.87014118489999,107.87014118489999,54951597,0.0,1.0
53,AAPL,2015-08-11 00:00:00+00:00,113.49,118.18,113.33,117.81,97082814,105.0560570074,109.3975223997,104.9079473139,109.0550187333,97082814,0.0,1.0
54,AAPL,2015-08-12 00:00:00+00:00,115.24,115.42,109.63,112.53,101685610,106.67600678069999,106.8426301859,101.48291065049999,104.1673988461,101685610,0.0,1.0
55,AAPL,2015-08-13 00:00:00+00:00,115.15,116.4,114.54,116.04,48535789,106.59269507799999,107.74980205889999,106.02802687139999,107.4165552484,48535789,0.0,1.0
56,AAPL,2015-08-14 00:00:00+00:00,115.96,116.31,114.01,114.32,42929516,107.34250040159999,107.66649035629999,105.53741351149999,105.82437604270001,42929516,0.0,1.0
57,AAPL,2015-08-17 00:00:00+00:00,117.16,117.65,115.5,116.04,40884745,108.4533231033,108.9069090398,106.9166850327,107.4165552484,40884745,0.0,1.0
58,AAPL,2015-08-18 00:00:00+00:00,116.5,117.44,116.01,116.43,34560708,107.8423706174,108.71251506700001,107.3887846809,107.77757262639999,34560708,0.0,1.0
59,AAPL,2015-08-19 00:00:00+00:00,115.01,116.52,114.68,116.1,48286510,106.46309909620001,107.8608843291,106.1576228532,107.4720963835,48286510,0.0,1.0
60,AAPL,2015-08-20 00:00:00+00:00,112.65,114.35,111.63,114.08,68501622,104.27848111629999,105.85214661030001,103.3342818199,105.6022115024,68501622,0.0,1.0
61,AAPL,2015-08-21 00:00:00+00:00,105.76,111.9,105.645,110.43,128275471,97.9005074377,103.5842169278,97.79405359549999,102.2234591183,128275471,0.0,1.0
62,AAPL,2015-08-24 00:00:00+00:00,103.12,108.8,92.0,94.87,162206292,95.4566974941,100.7145916152,85.1630737923,87.8197914203,162206292,0.0,1.0
63,AAPL,2015-08-25 00:00:00+00:00,103.74,111.11,103.5,111.11,103601599,96.0306225566,102.8529253158,95.8084580163,102.8529253158,103601599,0.0,1.0
64,AAPL,2015-08-26 00:00:00+00:00,109.69,109.89,105.05,107.085,96774611,101.53845178559999,101.7235889025,97.2432706726,99.1270408374,96774611,0.0,1.0
65,AAPL,2015-08-27 00:00:00+00:00,112.92,113.24,110.02,112.25,84616056,104.5284162242,104.8246356113,101.8439280285,103.9082068824,84616056,0.0,1.0
66,AAPL,2015-08-28 00:00:00+00:00,113.29,113.31,111.54,112.17,53164407,104.87091989049999,104.88943360219999,103.2509701173,103.8341520356,53164407,0.0,1.0
67,AAPL,2015-08-31 00:00:00+00:00,112.76,114.53,112.0,112.13,56229271,104.3803065306,106.0187700155,103.6767854862,103.7971246122,56229271,0.0,1.0
68,AAPL,2015-09-01 00:00:00+00:00,107.72,111.88,107.36,110.18,76845860,99.7148511837,103.5657032161,99.38160437319999,101.9920377221,76845860,0.0,1.0
69,AAPL,2015-09-02 00:00:00+00:00,112.34,112.34,109.131,110.0,61888812,103.991518585,103.991518585,101.02099354370002,101.8254143168,61888812,0.0,1.0
70,AAPL,2015-09-03 00:00:00+00:00,110.37,112.78,110.04,112.49,53233940,102.1679179832,104.39882024229999,101.8624417402,104.13037142270001,53233940,0.0,1.0
71,AAPL,2015-09-04 00:00:00+00:00,109.27,110.45,108.51,108.97,49996311,101.14966384,102.24197282989999,100.4461427956,100.87195816459999,49996311,0.0,1.0
72,AAPL,2015-09-08 00:00:00+00:00,112.31,112.56,110.32,111.65,54843626,103.9637480175,104.19516941370001,102.12163370389999,103.3527955316,54843626,0.0,1.0
73,AAPL,2015-09-09 00:00:00+00:00,110.15,114.02,109.77,113.76,85010804,101.9642671545,105.5466703673,101.6125066324,105.3059921153,85010804,0.0,1.0
74,AAPL,2015-09-10 00:00:00+00:00,112.57,113.2825,109.9,110.27,62892831,104.2044262695,104.86397724860001,101.7328457584,102.0753494247,62892831,0.0,1.0
75,AAPL,2015-09-11 00:00:00+00:00,114.21,114.21,111.76,111.79,49915473,105.7225506284,105.7225506284,103.4546209459,103.4823915134,49915473,0.0,1.0
76,AAPL,2015-09-14 00:00:00+00:00,115.31,116.89,114.86,116.58,58363431,106.7408047716,108.2033879954,106.3242462585,107.9164254641,58363431,0.0,1.0
77,AAPL,2015-09-15 00:00:00+00:00,116.28,116.53,114.42,115.93,43341155,107.6387197887,107.87014118489999,105.91694460120002,107.31472983409999,43341155,0.0,1.0
78,AAPL,2015-09-16 00:00:00+00:00,116.41,116.54,115.44,116.25,37173489,107.75905891469999,107.8793980408,106.8611438976,107.6109492212,37173489,0.0,1.0
79,AAPL,2015-09-17 00:00:00+00:00,113.92,116.49,113.715,115.66,64112641,105.45410180879999,107.8331137615,105.264336264,107.0647947262,64112641,0.0,1.0
80,AAPL,2015-09-18 00:00:00+00:00,113.45,114.3,111.87,112.21,74285291,105.019029584,105.805862331,103.5564463602,103.87117945899999,74285291,0.0,1.0
81,AAPL,2015-09-21 00:00:00+00:00,115.21,115.37,113.66,113.67,50221965,106.64823621309999,106.7963459067,105.21342355680001,105.2226804127,50221965,0.0,1.0
82,AAPL,2015-09-22 00:00:00+00:00,113.4,114.18,112.5201,113.38,50346159,104.9727453048,105.6947800609,104.15823455879999,104.95423159309999,50346159,0.0,1.0
83,AAPL,2015-09-23 00:00:00+00:00,114.32,114.72,113.3,113.63,35756716,105.82437604270001,106.1946502766,104.8801767463,105.18565298930001,35756716,0.0,1.0
84,AAPL,2015-09-24 00:00:00+00:00,115.0,115.5,112.37,113.25,50219475,106.4538422403,106.9166850327,104.0192891526,104.83389246709999,50219475,0.0,1.0
85,AAPL,2015-09-25 00:00:00+00:00,114.71,116.69,114.02,116.44,56151926,106.1853934208,108.0182508785,105.5466703673,107.78682948229999,56151926,0.0,1.0
86,AAPL,2015-09-28 00:00:00+00:00,112.44,114.57,112.44,113.85,50782189,104.0840871435,106.0557974389,104.0840871435,105.38930381790001,50782189,0.0,1.0
87,AAPL,2015-09-29 00:00:00+00:00,109.06,113.51,107.86,112.83,73365384,100.95526986719999,105.0745707191,99.84444716559999,104.4451045215,73365384,0.0,1.0
88,AAPL,2015-09-30 00:00:00+00:00,110.3,111.54,108.73,110.17,65041596,102.10311999219999,103.2509701173,100.6497936243,101.9827808662,65041596,0.0,1.0
89,AAPL,2015-10-01 00:00:00+00:00,109.58,109.62,107.31,109.07,63929100,101.4366263713,101.4736537946,99.335320094,100.9645267231,63929100,0.0,1.0
90,AAPL,2015-10-02 00:00:00+00:00,110.38,111.0136,107.55,108.01,58019758,102.177174839,102.76368922549999,99.5574846343,99.9833000033,58019758,0.0,1.0
91,AAPL,2015-10-05 00:00:00+00:00,110.78,111.3698,109.07,109.88,52064743,102.54744907290001,103.0934184308,100.9645267231,101.7143320467,52064743,0.0,1.0
92,AAPL,2015-10-06 00:00:00+00:00,111.31,111.74,109.765,110.63,48856977,103.0380624328,103.4361072342,101.60787820440001,102.40859623520001,48856977,0.0,1.0
93,AAPL,2015-10-07 00:00:00+00:00,110.78,111.77,109.41,111.74,46765550,102.54744907290001,103.46387780170001,101.2792598219,103.4361072342,46765550,0.0,1.0
94,AAPL,2015-10-08 00:00:00+00:00,109.5,110.19,108.21,110.19,61979577,101.36257152450001,102.00129457790001,100.16843712020001,102.00129457790001,61979577,0.0,1.0
95,AAPL,2015-10-09 00:00:00+00:00,112.12,112.28,109.49,110.0,52766140,103.78786775639999,103.9359774499,101.3533146686,101.8254143168,52766140,0.0,1.0
96,AAPL,2015-10-12 00:00:00+00:00,111.6,112.75,111.44,112.73,30467204,103.3065112523,104.37104967479999,103.1584015588,104.3525359631,30467204,0.0,1.0
97,AAPL,2015-10-13 00:00:00+00:00,111.79,112.45,110.68,110.82,33049256,103.4823915134,104.0933439993,102.4548805144,102.58447649629998,33049256,0.0,1.0
98,AAPL,2015-10-14 00:00:00+00:00,110.21,111.52,109.56,111.29,44462449,102.0198082896,103.23245640559999,101.41811265959998,103.01954872110001,44462449,0.0,1.0
99,AAPL,2015-10-15 00:00:00+00:00,111.86,112.1,110.49,110.93,37673452,103.54718950440001,103.7693540447,102.2790002533,102.6863019106,37673452,0.0,1.0
100,AAPL,2015-10-16 00:00:00+00:00,111.04,112.0,110.53,111.78,39232609,102.7881273249,103.6767854862,102.3160276767,103.4731346576,39232609,0.0,1.0
101,AAPL,2015-10-19 00:00:00+00:00,111.73,111.75,110.11,110.8,29759153,103.4268503784,103.4453640901,101.9272397311,102.56596278459999,29759153,0.0,1.0
102,AAPL,2015-10-20 00:00:00+00:00,113.77,114.17,110.82,111.34,48967763,105.3152489711,105.685523205,102.58447649629998,103.0658330003,48967763,0.0,1.0
103,AAPL,2015-10-21 00:00:00+00:00,113.76,115.58,113.7,114.0,42326974,105.3059921153,106.99073987940001,105.2504509802,105.5281566556,42326974,0.0,1.0
104,AAPL,2015-10-22 00:00:00+00:00,115.5,115.5,114.1,114.33,41654089,106.9166850327,106.9166850327,105.6207252141,105.8336328986,41654089,0.0,1.0
105,AAPL,2015-10-23 00:00:00+00:00,119.08,119.228,116.33,116.7,59366914,110.2306394259,110.3676408924,107.685004068,108.0275077343,59366914,0.0,1.0
106,AAPL,2015-10-26 00:00:00+00:00,115.28,118.13,114.92,118.08,66333781,106.713034204,109.35123812040001,106.37978739350001,109.3049538412,66333781,0.0,1.0
107,AAPL,2015-10-27 00:00:00+00:00,114.55,116.54,113.99,115.4,69884400,106.03728372719999,107.8793980408,105.5188997998,106.8241164742,69884400,0.0,1.0
108,AAPL,2015-10-28 00:00:00+00:00,119.27,119.3,116.06,116.93,85551352,110.40651968700001,110.43429025450001,107.4350689601,108.2404154188,85551352,0.0,1.0
109,AAPL,2015-10-29 00:00:00+00:00,120.53,120.69,118.27,118.7,51227334,111.57288352370001,111.72099321729999,109.4808341023,109.87887890370001,51227334,0.0,1.0
110,AAPL,2015-10-30 00:00:00+00:00,119.5,121.22,119.45,120.99,49365254,110.6194273715,112.21160657709999,110.5731430922,111.9986988927,49365254,0.0,1.0
111,AAPL,2015-11-02 00:00:00+00:00,121.18,121.36,119.61,119.87,32203267,112.1745791538,112.341202559,110.7212527858,110.96193103780001,32203267,0.0,1.0
112,AAPL,2015-11-03 00:00:00+00:00,122.57,123.49,120.7,120.79,45518976,113.4612821165,114.31291285440001,111.7302500731,111.8135617757,45518976,0.0,1.0
113,AAPL,2015-11-04 00:00:00+00:00,122.0,123.82,121.62,123.13,44886050,112.9336413332,114.6183890974,112.581880811,113.9796660439,44886050,0.0,1.0
114,AAPL,2015-11-05 00:00:00+00:00,120.92,122.69,120.18,121.85,39552680,112.4152574058,114.0607668799,111.72730429229999,113.27984712950001,39552680,0.52,1.0
115,AAPL,2015-11-06 00:00:00+00:00,121.06,121.81,120.62,121.11,33042283,112.5454106975,113.24266047469999,112.1363574949,112.591894016,33042283,0.0,1.0
116,AAPL,2015-11-09 00:00:00+00:00,120.57,121.81,120.05,120.96,33871405,112.08987417639999,113.24266047469999,111.6064476643,112.4524440606,33871405,0.0,1.0
117,AAPL,2015-11-10 00:00:00+00:00,116.77,118.07,116.061,116.9,59127931,108.5571419722,109.7657082526,107.8980085161,108.6779986002,59127931,0.0,1.0
118,AAPL,2015-11-11 00:00:00+00:00,116.11,117.42,115.21,116.37,45217971,107.9435621683,109.1614251124,107.1068624357,108.1852754243,45217971,0.0,1.0
119,AAPL,2015-11-12 00:00:00+00:00,115.72,116.82,115.65,116.26,32525579,107.58099228409999,108.6036252906,107.5159156383,108.0830121237,32525579,0.0,1.0
120,AAPL,2015-11-13 00:00:00+00:00,112.34,115.57,112.27,115.2,45812403,104.4387199551,107.44154232870001,104.3736433092,107.09756577200001,45812403,0.0,1.0
121,AAPL,2015-11-16 00:00:00+00:00,114.175,114.24,111.0,111.38,38106701,106.1446577432,106.20508605719999,103.1929670199,103.54624024030001,38106701,0.0,1.0
122,AAPL,2015-11-17 00:00:00+00:00,113.69,115.05,113.32,114.92,27583101,105.6937695539,106.9581158165,105.3497929972,106.8372591885,27583101,0.0,1.0
123,AAPL,2015-11-18 00:00:00+00:00,117.29,117.49,115.5,115.76,46674697,109.0405684843,109.2265017582,107.3764656828,107.61817893889999,46674697,0.0,1.0
124,AAPL,2015-11-19 00:00:00+00:00,118.78,119.75,116.76,117.64,43295820,110.4257713749,111.3275477534,108.5478453085,109.36595171370001,43295820,0.0,1.0
125,AAPL,2015-11-20 00:00:00+00:00,119.3,119.92,118.85,119.2,34287096,110.90919788709999,111.4855910362,110.4908480208,110.8162312502,34287096,0.0,1.0
126,AAPL,2015-11-23 00:00:00+00:00,117.75,119.73,117.34,119.27,32482528,109.4682150143,111.308954426,109.0870518028,110.88130789600001,32482528,0.0,1.0
127,AAPL,2015-11-24 00:00:00+00:00,118.88,119.35,117.12,117.33,42803172,110.5187380119,110.9556812056,108.8825252015,109.07775513909999,42803172,0.0,1.0
128,AAPL,2015-11-25 00:00:00+00:00,118.03,119.23,117.92,119.21,21388308,109.72852159780001,110.84412124120001,109.6262582971,110.82552791389999,21388308,0.0,1.0
129,AAPL,2015-11-27 00:00:00+00:00,117.81,118.41,117.6,118.29,13046445,109.5239949965,110.0817948182,109.32876505889999,109.9702348539,13046445,0.0,1.0
130,AAPL,2015-11-30 00:00:00+00:00,118.3,119.41,117.75,117.99,39180322,109.97953151760001,111.01146118780001,109.4682150143,109.69133494299999,39180322,0.0,1.0
131,AAPL,2015-12-01 00:00:00+00:00,117.34,118.81,116.86,118.75,34852374,109.0870518028,110.453661366,108.6408119454,110.3978813839,34852374,0.0,1.0
132,AAPL,2015-12-02 00:00:00+00:00,116.28,118.11,116.08,117.05,33386563,108.1016054511,109.8028949074,107.9156721772,108.8174485556,33386563,0.0,1.0
133,AAPL,2015-12-03 00:00:00+00:00,115.2,116.79,114.22,116.55,41569509,107.09756577200001,108.57573529950001,106.1864927298,108.3526153709,41569509,0.0,1.0